gbifID,scientificName,species,vernacularName,kingdom,phylum,class,order,family,genus,taxonRank,taxonKey,speciesKey,iucnRedListCategory,iucnRedListStatus,eventDate,year,month,day,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,elevation,locality,municipality,district,basisOfRecord,individualCount,establishmentMeans,recordedBy,identifiedBy,institutionCode,collectionCode,catalogNumber,datasetKey,license,issue,directive,annex
6452262650,"Canis familiaris Linnaeus, 1758",Canis lupus,Wolf,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,SPECIES,5219200,5219173,LC,Least Concern,2025-11-29T08:54,2025,11,29,42.370667,21.149503,,,,Ferizaj / Uroševac,Ferizaj / Uroševac,HUMAN_OBSERVATION,,,Piotr R.,Piotr R.,iNaturalist,Observations,382958877,50c9509d-22c7-4a22-a47d-8c48425ef4a7,CC_BY_NC_4_0,COORDINATE_ROUNDED;COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND,Habitats,II; IV; V
6451949984,"Argynnis niobe Linnaeus, 1761",Fabriciana niobe,Niobe Fritillary,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Fabriciana,SPECIES,4535439,8078362,NE,Not Evaluated,2026-07-05T12:06,2026,7,5,42.586161,20.065816,50,,,Deçan / Dečani,Gjakovë / Đakovica,HUMAN_OBSERVATION,,,Mathew Robinson,Mathew Robinson,iNaturalist,Observations,381394174,50c9509d-22c7-4a22-a47d-8c48425ef4a7,CC0_1_0,COORDINATE_ROUNDED;COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND,Habitats,IV
6451770385,"Canis familiaris Linnaeus, 1758",Canis lupus,Wolf,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,SPECIES,5219200,5219173,LC,Least Concern,2025-11-29T17:11,2025,11,29,42.369954,21.135849,127,,,Ferizaj / Uroševac,Ferizaj / Uroševac,HUMAN_OBSERVATION,,,Piotr R.,Piotr R.,iNaturalist,Observations,382959933,50c9509d-22c7-4a22-a47d-8c48425ef4a7,CC_BY_NC_4_0,COORDINATE_ROUNDED;COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND,Habitats,II; IV; V
6449344946,"Helix pomatia Linnaeus, 1758",Helix pomatia,Escargot,Animalia,Mollusca,Gastropoda,Stylommatophora,Helicidae,Helix,SPECIES,2294287,2294287,LC,Least Concern,2026-07-09,2026,7,9,42.724863,20.054806,3,,Pec,Pejë / Peć,Pejë / Peć,HUMAN_OBSERVATION,1,,User 1251857,,,,,8a863029-f435-446a-821e-275f4f641165,CC_BY_NC_4_0,,Habitats,V
6448820602,"Parnassius mnemosyne (Linnaeus, 1758)",Parnassius mnemosyne,Clouded Apollo,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Parnassius,SPECIES,1938520,1938520,LC,Least Concern,2026-07-08,2026,7,8,42.65,20.1,5000,,Plav,Pejë / Peć,Pejë / Peć,HUMAN_OBSERVATION,1,,User 46456,,,,,8a863029-f435-446a-821e-275f4f641165,CC_BY_NC_4_0,,Habitats,IV
6448627685,"Parnassius mnemosyne (Linnaeus, 1758)",Parnassius mnemosyne,Clouded Apollo,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Parnassius,SPECIES,1938520,1938520,LC,Least Concern,2026-07-08,2026,7,8,42.65,20.1,5000,,Pec,Pejë / Peć,Pejë / Peć,HUMAN_OBSERVATION,1,,User 46456,,,,,8a863029-f435-446a-821e-275f4f641165,CC_BY_NC_4_0,,Habitats,IV
6447614735,"Parnassius mnemosyne (Linnaeus, 1758)",Parnassius mnemosyne,Clouded Apollo,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Parnassius,SPECIES,1938520,1938520,LC,Least Concern,2026-07-08,2026,7,8,42.65,20.1,5000,,Plav,Pejë / Peć,Pejë / Peć,HUMAN_OBSERVATION,1,,User 46456,,,,,8a863029-f435-446a-821e-275f4f641165,CC_BY_NC_4_0,,Habitats,IV
6442109445,"Lacerta viridis (Laurenti, 1768)",Lacerta viridis,Smaragdeidechse,Animalia,Chordata,Squamata,,Lacertidae,Lacerta,SPECIES,6159273,6159273,LC,Least Concern,2026-06-13T11:30:39,2026,6,13,42.898534,20.86485,155,,,Mitrovica / Kosovska Mitrovica,Mitrovicë / Kosovska Mitrovica,HUMAN_OBSERVATION,,,AnaMarija Staletović,AnaMarija Staletović,iNaturalist,Observations,371160549,50c9509d-22c7-4a22-a47d-8c48425ef4a7,CC_BY_NC_4_0,COORDINATE_ROUNDED;COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND,Habitats,IV
6442005783,"Rana temporaria Linnaeus, 1758",Rana temporaria,Common Frog,Animalia,Chordata,Amphibia,Anura,Ranidae,Rana,SPECIES,2426805,2426805,LC,Least Concern,2026-07-04T16:30:40,2026,7,4,42.556272,20.104254,414,,,Deçan / Dečani,Gjakovë / Đakovica,HUMAN_OBSERVATION,,,Hanna,Hanna,iNaturalist,Observations,378139023,50c9509d-22c7-4a22-a47d-8c48425ef4a7,CC_BY_NC_4_0,COORDINATE_ROUNDED;COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND,Habitats,V
6441840967,"Natrix tessellata (Laurenti, 1768)",Natrix tessellata,Dice Snake,Animalia,Chordata,Squamata,,Colubridae,Natrix,SPECIES,6161327,6161327,LC,Least Concern,2026-06-01T13:25:49,2026,6,1,42.617943,20.576469,172,,,Klinë / Klina,Pejë / Peć,HUMAN_OBSERVATION,,,Marsel Mersinaj,Szabolcs Márton,iNaturalist,Observations,367380458,50c9509d-22c7-4a22-a47d-8c48425ef4a7,CC_BY_NC_4_0,COORDINATE_ROUNDED;COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND,Habitats,IV
6441446097,"Podarcis muralis (Laurenti, 1768)",Podarcis muralis,Common Wall Lizard,Animalia,Chordata,Squamata,,Lacertidae,Podarcis,SPECIES,2469188,2469188,LC,Least Concern,2026-06-14T16:52:21,2026,6,14,42.206767,20.753008,,,,Prizreni / Prizren,Prizren,HUMAN_OBSERVATION,,,formicacid,formicacid,iNaturalist,Observations,371680171,50c9509d-22c7-4a22-a47d-8c48425ef4a7,CC0_1_0,COORDINATE_ROUNDED;COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND,Habitats,IV
6441195643,"Lacerta viridis (Laurenti, 1768)",Lacerta viridis,Smaragdeidechse,Animalia,Chordata,Squamata,,Lacertidae,Lacerta,SPECIES,6159273,6159273,LC,Least Concern,2026-06-14T15:28:41,2026,6,14,42.209642,20.744733,,,,Prizreni / Prizren,Prizren,HUMAN_OBSERVATION,,,formicacid,formicacid,iNaturalist,Observations,371683680,50c9509d-22c7-4a22-a47d-8c48425ef4a7,CC0_1_0,COORDINATE_ROUNDED;COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND,Habitats,IV
6431610634,"Lucanus cervus (Linnaeus, 1758)",Lucanus cervus,Stag Beetle,Animalia,Arthropoda,Insecta,Coleoptera,Lucanidae,Lucanus,SPECIES,5743122,5743122,NE,Not Evaluated,2026-06-30T22:16:47,2026,6,30,42.899184,20.864946,325,,,Mitrovica / Kosovska Mitrovica,Mitrovicë / Kosovska Mitrovica,HUMAN_OBSERVATION,,,AnaMarija Staletović,AnaMarija Staletović,iNaturalist,Observations,377104532,50c9509d-22c7-4a22-a47d-8c48425ef4a7,CC_BY_NC_4_0,COORDINATE_ROUNDED;COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND,Habitats,II
6431031734,"Morimus funereus Mulsant, 1862",Morimus funereus,Cerambice Funereo,Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae,Morimus,SPECIES,1119288,1119288,VU,Vulnerable,2026-05-06T08:36:27,2026,5,6,42.208145,20.751617,,,,Prizreni / Prizren,Prizren,HUMAN_OBSERVATION,,,Paulius Rupšas,dendzoscarab,iNaturalist,Observations,362289821,50c9509d-22c7-4a22-a47d-8c48425ef4a7,CC_BY_4_0,COORDINATE_ROUNDED;COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND,Habitats,II
6422883790,"Ursus arctos Linnaeus, 1758",Ursus arctos,Brown Bear,Animalia,Chordata,Mammalia,Carnivora,Ursidae,Ursus,SPECIES,2433433,2433433,LC,Least Concern,2026-06-01T07:41,2026,6,1,42.724621,20.020786,27599,,,Pejë / Peć,Pejë / Peć,HUMAN_OBSERVATION,,,Kilian Frühholz,Kilian Frühholz,iNaturalist,Observations,370449519,50c9509d-22c7-4a22-a47d-8c48425ef4a7,CC_BY_NC_4_0,COORDINATE_ROUNDED;COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND,Habitats,II; IV
6422076114,Anacamptis pyramidalis (L.) Rich.,Anacamptis pyramidalis,Orchis Pyramidal,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Anacamptis,SPECIES,2808330,2808330,NE,Not Evaluated,2026-06-24T11:46:45,2026,6,24,42.67883,21.200303,32,,,Prishtinë / Priština,Prishtinë / Priština,HUMAN_OBSERVATION,,,phil6213,phil6213,iNaturalist,Observations,375133852,50c9509d-22c7-4a22-a47d-8c48425ef4a7,CC_BY_NC_4_0,COORDINATE_ROUNDED;COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND,Habitats,II
6422066680,"Zerynthia polyxena (Denis & Schiffermüller) , 1775",Zerynthia polyxena,Osterluzeifalter,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Zerynthia,SPECIES,5141262,5141262,NE,Not Evaluated,2026-06-14T16:21:23,2026,6,14,42.202161,20.752314,,,,Prizreni / Prizren,Prizren,HUMAN_OBSERVATION,,,formicacid,formicacid,iNaturalist,Observations,371680907,50c9509d-22c7-4a22-a47d-8c48425ef4a7,CC0_1_0,COORDINATE_ROUNDED;COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND,Habitats,IV
6413498447,"Capra hircus Linnaeus, 1758",Capra hircus,Domestic Goat,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Capra,SPECIES,2441056,2441056,NE,Not Evaluated,2026-05-11T16:04:41,2026,5,11,42.665638,21.205962,,,,Prishtinë / Priština,Prishtinë / Priština,HUMAN_OBSERVATION,,,arianh,arianh,iNaturalist,Observations,373922586,50c9509d-22c7-4a22-a47d-8c48425ef4a7,CC_BY_NC_4_0,COORDINATE_ROUNDED;COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND,Habitats,II; IV
6412472218,"Rosalia alpina (Linnaeus, 1758)",Rosalia alpina,Alpbock,Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae,Rosalia,SPECIES,7569075,7569075,VU,Vulnerable,2025-10-04,2025,10,4,42.8,20.95,5000,,Vucitrn,Vushtrri / Vucitrn,Mitrovicë / Kosovska Mitrovica,HUMAN_OBSERVATION,1,,User 1192070,,,,,8a863029-f435-446a-821e-275f4f641165,CC_BY_NC_4_0,,Habitats,II; IV
6400368685,"Lucanus cervus (Linnaeus, 1758)",Lucanus cervus,Stag Beetle,Animalia,Arthropoda,Insecta,Coleoptera,Lucanidae,Lucanus,SPECIES,5743122,5743122,NE,Not Evaluated,2026-06-07T16:26:44,2026,6,7,42.673278,21.198683,1147,,,Prishtinë / Priština,Prishtinë / Priština,HUMAN_OBSERVATION,,,Shpat Shkodra,Shpat Shkodra,iNaturalist,Observations,369346445,50c9509d-22c7-4a22-a47d-8c48425ef4a7,CC_BY_NC_4_0,COORDINATE_ROUNDED;COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND,Habitats,II
6399974337,"Euphydryas aurinia (Rottemburg, 1775)",Euphydryas aurinia,Marsh Fritillary,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Euphydryas,SPECIES,4535809,4535809,NE,Not Evaluated,2026-05-29T19:11:23,2026,5,29,42.737268,20.152279,135,,,Pejë / Peć,Pejë / Peć,HUMAN_OBSERVATION,,,Kilian Frühholz,Kilian Frühholz,iNaturalist,Observations,369790965,50c9509d-22c7-4a22-a47d-8c48425ef4a7,CC_BY_NC_4_0,COORDINATE_ROUNDED;COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND,Habitats,II
6399866599,"Lucanus cervus (Linnaeus, 1758)",Lucanus cervus,Stag Beetle,Animalia,Arthropoda,Insecta,Coleoptera,Lucanidae,Lucanus,SPECIES,5743122,5743122,NE,Not Evaluated,2026-06-14T15:56:38,2026,6,14,42.207294,20.748444,,,,Prizreni / Prizren,Prizren,HUMAN_OBSERVATION,,,formicacid,formicacid,iNaturalist,Observations,371682787,50c9509d-22c7-4a22-a47d-8c48425ef4a7,CC0_1_0,COORDINATE_ROUNDED;COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND,Habitats,II
6399674015,"Podarcis tauricus (Pallas, 1814)",Podarcis tauricus,Taurische Eidechse,Animalia,Chordata,Squamata,,Lacertidae,Podarcis,SPECIES,2469065,2469065,LC,Least Concern,2026-06-13T15:48:37,2026,6,13,42.191314,20.740139,,,,Prizreni / Prizren,Prizren,HUMAN_OBSERVATION,,,formicacid,formicacid,iNaturalist,Observations,371278829,50c9509d-22c7-4a22-a47d-8c48425ef4a7,CC0_1_0,COORDINATE_ROUNDED;COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND,Habitats,IV
6399579242,"Morimus funereus Mulsant, 1862",Morimus funereus,Cerambice Funereo,Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae,Morimus,SPECIES,1119288,1119288,VU,Vulnerable,2026-06-14T15:59:59,2026,6,14,42.206842,20.749667,,,,Prizreni / Prizren,Prizren,HUMAN_OBSERVATION,,,formicacid,formicacid,iNaturalist,Observations,371682695,50c9509d-22c7-4a22-a47d-8c48425ef4a7,CC0_1_0,COORDINATE_ROUNDED;COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND,Habitats,II
6398688300,"Vipera ammodytes (Linnaeus, 1758)",Vipera ammodytes,Nose-Horned Viper,Animalia,Chordata,Squamata,,Viperidae,Vipera,SPECIES,2444308,2444308,LC,Least Concern,2026-05-11,2026,5,11,42.671502,21.414174,755,,,Prishtinë / Priština,Prishtinë / Priština,HUMAN_OBSERVATION,,,Marsel Mersinaj,elapotinus,iNaturalist,Observations,369962985,50c9509d-22c7-4a22-a47d-8c48425ef4a7,CC_BY_NC_4_0,COORDINATE_ROUNDED;COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND,Habitats,IV
6352884919,"Rana temporaria Linnaeus, 1758",Rana temporaria,Common Frog,Animalia,Chordata,Amphibia,Anura,Ranidae,Rana,SPECIES,2426805,2426805,LC,Least Concern,2026-05-30T11:02:04,2026,5,30,42.563436,20.042148,4,,,Deçan / Dečani,Gjakovë / Đakovica,HUMAN_OBSERVATION,,,gwhetham,Tom Kirschey,iNaturalist,Observations,366694000,50c9509d-22c7-4a22-a47d-8c48425ef4a7,CC_BY_NC_4_0,COORDINATE_ROUNDED;COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND,Habitats,V
6342796922,"Parnassius apollo (Linnaeus, 1758)",Parnassius apollo,Apollo,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Parnassius,SPECIES,1938810,1938810,LC,Least Concern,2025-07-20,2025,7,20,42.668797,20.088766,5,,Pec,Pejë / Peć,Pejë / Peć,HUMAN_OBSERVATION,3,,User 1149243,,,,,8a863029-f435-446a-821e-275f4f641165,CC_BY_NC_4_0,,Habitats,IV
6329024030,"Podarcis muralis muralis (Laurenti, 1768)",Podarcis muralis,Common Wall Lizard,Animalia,Chordata,Squamata,,Lacertidae,Podarcis,SUBSPECIES,7061790,2469188,LC,Least Concern,1972-04-22,1972,4,22,42.633333,21.166667,,,Environ de Pristina,Prishtinë / Priština,Prishtinë / Priština,PRESERVED_SPECIMEN,,,Eugen Kramer;J. Kretz;U. Regenass,,MHNG,MHNG-HERP,MHNG-HERP-2006.037,82a65706-f762-11e1-a439-00145eb45e9a,CC_BY_4_0,GEODETIC_DATUM_ASSUMED_WGS84;TAXON_ID_NOT_FOUND,Habitats,IV
6329022259,"Lacerta viridis viridis (Laurenti, 1768)",Lacerta viridis,Smaragdeidechse,Animalia,Chordata,Squamata,,Lacertidae,Lacerta,SUBSPECIES,7190778,6159273,LC,Least Concern,1972-04-22,1972,4,22,42.633333,21.166667,,,Environ de Pristina,Prishtinë / Priština,Prishtinë / Priština,PRESERVED_SPECIMEN,,,Eugen Kramer;J. Kretz;U. Regenass,,MHNG,MHNG-HERP,MHNG-HERP-2006.039,82a65706-f762-11e1-a439-00145eb45e9a,CC_BY_4_0,GEODETIC_DATUM_ASSUMED_WGS84;TAXON_ID_NOT_FOUND,Habitats,IV
