scientific_name,directive,annex,priority,listing_type,gbif_usage_key,gbif_species_key,match_type,matched_rank,kingdom,class,genus,alternative_name,source_celex,verbatim_entry
Orthotrichum rogeri,Habitats,II,FALSE,taxon,2672681,2672681,EXACT,SPECIES,Plantae,Bryopsida,Orthotrichum,,01992L0043-20130701,Orthotrichum rogeri
Osmoderma eremita,Habitats,II,TRUE,taxon,1079588,1079588,EXACT,SPECIES,Animalia,Insecta,Osmoderma,,01992L0043-20130701,* Osmoderma eremita
Ovis gmelini musimon,Habitats,II,FALSE,taxon,9457305,2441110,VARIANT,SUBSPECIES,Animalia,Mammalia,Ovis,Ovis ammon musimon,01992L0043-20130701,Ovis gmelini musimon (Ovis ammon musimon)
Ovis orientalis ophion,Habitats,II,FALSE,taxon,9136548,2441110,EXACT,SUBSPECIES,Animalia,Mammalia,Ovis,Ovis gmelini ophion,01992L0043-20130701,Ovis orientalis ophion (Ovis gmelini ophion)
Oxygastra curtisii,Habitats,II,FALSE,taxon,7951391,7951391,EXACT,SPECIES,Animalia,Insecta,Oxygastra,,01992L0043-20130701,Oxygastra curtisii
Oxyporus mannerheimii,Habitats,II,FALSE,taxon,7516178,7516178,EXACT,SPECIES,Animalia,Insecta,Oxyporus,,01992L0043-20130701,Oxyporus mannerheimii
Padogobius nigricans,Habitats,II,FALSE,taxon,2375443,2375443,EXACT,SPECIES,Animalia,,Padogobius,,01992L0043-20130701,Padogobius nigricans
Paeonia cambessedesii,Habitats,II,FALSE,taxon,3614311,3614311,EXACT,SPECIES,Plantae,Magnoliopsida,Paeonia,,01992L0043-20130701,Paeonia cambessedesii
Paeonia clusii rhodia,Habitats,II,FALSE,taxon,3614259,7316513,EXACT,SUBSPECIES,Plantae,Magnoliopsida,Paeonia,,01992L0043-20130701,Paeonia clusii rhodia
Paeonia officinalis banatica,Habitats,II,FALSE,taxon,4930561,3083488,EXACT,SUBSPECIES,Plantae,Magnoliopsida,Paeonia,,01992L0043-20130701,Paeonia officinalis banatica
Paeonia parnassica,Habitats,II,FALSE,taxon,3614186,3614186,EXACT,SPECIES,Plantae,Magnoliopsida,Paeonia,,01992L0043-20130701,Paeonia parnassica
Paladilhia hungarica,Habitats,II,TRUE,taxon,5784455,5784455,EXACT,SPECIES,Animalia,Gastropoda,Paladilhia,,01992L0043-20130701,* Paladilhia hungarica
Palaeocyanus crassifolius,Habitats,II,TRUE,taxon,3097102,3097098,EXACT,SPECIES,Plantae,Magnoliopsida,Cheirolophus,,01992L0043-20130701,* Palaeocyanus crassifolius
Papaver laestadianum,Habitats,II,FALSE,taxon,3601124,3601124,EXACT,SPECIES,Plantae,Magnoliopsida,Papaver,,01992L0043-20130701,Papaver laestadianum
Papaver radicatum hyperboreum,Habitats,II,FALSE,taxon,8676498,8348125,EXACT,SUBSPECIES,Plantae,Magnoliopsida,Papaver,,01992L0043-20130701,Papaver radicatum hyperboreum
Papilio hospiton,Habitats,II,FALSE,taxon,1938050,1938050,EXACT,SPECIES,Animalia,Insecta,Papilio,,01992L0043-20130701,Papilio hospiton
Paracaloptenus caloptenoides,Habitats,II,FALSE,taxon,1702607,1702607,EXACT,SPECIES,Animalia,Insecta,Paracaloptenus,,01992L0043-20130701,Paracaloptenus caloptenoides
Parolinia schizogynoides,Habitats,II,TRUE,taxon,5377797,5377797,EXACT,SPECIES,Plantae,Magnoliopsida,Parolinia,,01992L0043-20130701,* Parolinia schizogynoides
Pedicularis sudetica,Habitats,II,TRUE,taxon,3171733,3171733,EXACT,SPECIES,Plantae,Magnoliopsida,Pedicularis,,01992L0043-20130701,* Pedicularis sudetica
Pelecus cultratus,Habitats,II,FALSE,taxon,2367038,2367038,EXACT,SPECIES,Animalia,,Pelecus,,01992L0043-20130701,Pelecus cultratus
Pelobates fuscus insubricus,Habitats,II,TRUE,taxon,11030867,2430567,EXACT,SUBSPECIES,Animalia,Amphibia,Pelobates,,01992L0043-20130701,* Pelobates fuscus insubricus
Pericallis hadrosoma,Habitats,II,TRUE,taxon,3087419,3087419,EXACT,SPECIES,Plantae,Magnoliopsida,Pericallis,,01992L0043-20130701,* Pericallis hadrosoma
Persicaria foliosa,Habitats,II,FALSE,taxon,4035833,4035833,EXACT,SPECIES,Plantae,Magnoliopsida,Persicaria,,01992L0043-20130701,Persicaria foliosa
Petagnia saniculifolia,Habitats,II,FALSE,taxon,5538631,3633804,EXACT,SPECIES,Plantae,Magnoliopsida,Petagnaea,,01992L0043-20130701,Petagnia saniculifolia
Petalophyllum ralfsii,Habitats,II,FALSE,taxon,7579898,7579898,EXACT,SPECIES,Plantae,Jungermanniopsida,Petalophyllum,,01992L0043-20130701,Petalophyllum ralfsii
Petrocoptis grandiflora,Habitats,II,FALSE,taxon,3808482,3808482,EXACT,SPECIES,Plantae,Magnoliopsida,Petrocoptis,,01992L0043-20130701,Petrocoptis grandiflora
Petrocoptis montsicciana,Habitats,II,FALSE,taxon,7267096,7267091,EXACT,SPECIES,Plantae,Magnoliopsida,Petrocoptis,,01992L0043-20130701,Petrocoptis montsicciana
Petrocoptis pseudoviscosa,Habitats,II,FALSE,taxon,3808421,7267085,EXACT,SPECIES,Plantae,Magnoliopsida,Petrocoptis,,01992L0043-20130701,Petrocoptis pseudoviscosa
Petromyzon marinus,Habitats,II,FALSE,taxon,8236498,8236498,EXACT,SPECIES,Animalia,Petromyzonti,Petromyzon,,01992L0043-20130701,Petromyzon marinus
Phagnalon benettii,Habitats,II,FALSE,taxon,3150072,3150065,VARIANT,SPECIES,Plantae,Magnoliopsida,Phagnalon,,01992L0043-20130701,Phagnalon benettii
Phalaris maderensis,Habitats,II,FALSE,taxon,5678643,5678643,EXACT,SPECIES,Plantae,Liliopsida,Phalaris,,01992L0043-20130701,Phalaris maderensis
Phlomis brevibracteata,Habitats,II,FALSE,taxon,3888448,3888448,EXACT,SPECIES,Plantae,Magnoliopsida,Phlomis,,01992L0043-20130701,Phlomis brevibracteata
Phlomis cypria,Habitats,II,FALSE,taxon,7307289,7307289,EXACT,SPECIES,Plantae,Magnoliopsida,Phlomis,,01992L0043-20130701,Phlomis cypria
Phoca hispida bottnica,Habitats,II,FALSE,taxon,4409342,5219369,VARIANT,SUBSPECIES,Animalia,Mammalia,Pusa,,01992L0043-20130701,Phoca hispida bottnica
Phoca hispida saimensis,Habitats,II,TRUE,taxon,6163806,5219369,EXACT,SUBSPECIES,Animalia,Mammalia,Pusa,,01992L0043-20130701,* Phoca hispida saimensis
Phoca vitulina,Habitats,II,FALSE,taxon,2434793,2434793,EXACT,SPECIES,Animalia,Mammalia,Phoca,,01992L0043-20130701,Phoca vitulina
Phocoena phocoena,Habitats,II,FALSE,taxon,2440669,2440669,EXACT,SPECIES,Animalia,Mammalia,Phocoena,,01992L0043-20130701,Phocoena phocoena
Phoenix theophrasti,Habitats,II,FALSE,taxon,5293186,5293186,EXACT,SPECIES,Plantae,Liliopsida,Phoenix,,01992L0043-20130701,Phoenix theophrasti
Pholidoptera transsylvanica,Habitats,II,FALSE,taxon,1695277,1695277,EXACT,SPECIES,Animalia,Insecta,Pholidoptera,,01992L0043-20130701,Pholidoptera transsylvanica
Phoxinellus,Habitats,II,FALSE,genus_or_family,2361324,,EXACT,GENUS,Animalia,,Phoxinellus,,01992L0043-20130701,Phoxinellus spp.
Phoxinus percnurus,Habitats,II,TRUE,taxon,5207401,2365586,EXACT,SPECIES,Animalia,,Rhynchocypris,,01992L0043-20130701,* Phoxinus percnurus
Phryganophilus ruficollis,Habitats,II,TRUE,taxon,4453682,4453682,EXACT,SPECIES,Animalia,Insecta,Phryganophilus,,01992L0043-20130701,* Phryganophilus ruficollis
Phyllodactylus europaeus,Habitats,II,FALSE,taxon,2446612,2446608,EXACT,SPECIES,Animalia,Squamata,Euleptes,,01992L0043-20130701,Phyllodactylus europaeus
Phyllometra culminaria,Habitats,II,FALSE,taxon,1985561,1985561,EXACT,SPECIES,Animalia,Insecta,Phyllometra,,01992L0043-20130701,Phyllometra culminaria
Picconia azorica,Habitats,II,FALSE,taxon,5549939,5549939,EXACT,SPECIES,Plantae,Magnoliopsida,Picconia,,01992L0043-20130701,Picconia azorica
Pilemia tigrina,Habitats,II,FALSE,taxon,5004273,8211086,EXACT,SPECIES,Animalia,Insecta,Phytoecia,,01992L0043-20130701,Pilemia tigrina
Pinguicula crystallina,Habitats,II,TRUE,taxon,8058554,8058554,EXACT,SPECIES,Plantae,Magnoliopsida,Pinguicula,,01992L0043-20130701,* Pinguicula crystallina
Pinguicula nevadensis,Habitats,II,FALSE,taxon,5667895,5667895,EXACT,SPECIES,Plantae,Magnoliopsida,Pinguicula,,01992L0043-20130701,Pinguicula nevadensis
Pittosporum coriaceum,Habitats,II,TRUE,taxon,8350478,8350478,EXACT,SPECIES,Plantae,Magnoliopsida,Pittosporum,,01992L0043-20130701,* Pittosporum coriaceum
Plagiomnium drummondii,Habitats,II,FALSE,taxon,7601246,7601246,EXACT,SPECIES,Plantae,Bryopsida,Plagiomnium,,01992L0043-20130701,Plagiomnium drummondii
Plantago almogravensis,Habitats,II,FALSE,taxon,4155876,4155899,EXACT,SPECIES,Plantae,Magnoliopsida,Plantago,,01992L0043-20130701,Plantago almogravensis
Platanthera obtusata oligantha,Habitats,II,FALSE,taxon,9075128,2798444,EXACT,SUBSPECIES,Plantae,Liliopsida,Platanthera,,01992L0043-20130701,Platanthera obtusata oligantha
Plebicula golgus,Habitats,II,FALSE,taxon,1932517,1932517,EXACT,SPECIES,Animalia,Insecta,Plebicula,,01992L0043-20130701,Plebicula golgus
Poa granitica disparilis,Habitats,II,FALSE,taxon,6451316,4121637,EXACT,VARIETY,Plantae,Liliopsida,Poa,,01992L0043-20130701,Poa granitica disparilis
Poa riphaea,Habitats,II,TRUE,taxon,4112245,4112245,EXACT,SPECIES,Plantae,Liliopsida,Poa,,01992L0043-20130701,* Poa riphaea
Podarcis lilfordi,Habitats,II,FALSE,taxon,2469155,2469155,EXACT,SPECIES,Animalia,Squamata,Podarcis,,01992L0043-20130701,Podarcis lilfordi
Podarcis pityusensis,Habitats,II,FALSE,taxon,2469028,2469028,EXACT,SPECIES,Animalia,Squamata,Podarcis,,01992L0043-20130701,Podarcis pityusensis
Polygonum praelongum,Habitats,II,FALSE,taxon,5652611,5652611,EXACT,SPECIES,Plantae,Magnoliopsida,Polygonum,,01992L0043-20130701,Polygonum praelongum
Polymixis rufocincta isolata,Habitats,II,FALSE,taxon,4533311,1781016,EXACT,SUBSPECIES,Animalia,Insecta,Polymixis,,01992L0043-20130701,Polymixis rufocincta isolata
Polyommatus eroides,Habitats,II,FALSE,taxon,5140411,5140244,EXACT,SPECIES,Animalia,Insecta,Polyommatus,,01992L0043-20130701,Polyommatus eroides
Polystichum drepanum,Habitats,II,TRUE,taxon,4039363,4039363,EXACT,SPECIES,Plantae,Polypodiopsida,Polystichum,,01992L0043-20130701,* Polystichum drepanum
Pomatoschistus canestrini,Habitats,II,FALSE,taxon,2379274,2379274,VARIANT,SPECIES,Animalia,,Pomatoschistus,,01992L0043-20130701,Pomatoschistus canestrini
Potentilla delphinensis,Habitats,II,FALSE,taxon,5366702,5366702,EXACT,SPECIES,Plantae,Magnoliopsida,Potentilla,,01992L0043-20130701,Potentilla delphinensis
Potentilla emilii-popii,Habitats,II,FALSE,taxon,5369241,5369241,EXACT,SPECIES,Plantae,Magnoliopsida,Potentilla,,01992L0043-20130701,Potentilla emilii-popii
Primula apennina,Habitats,II,TRUE,taxon,5640973,5640973,EXACT,SPECIES,Plantae,Magnoliopsida,Primula,,01992L0043-20130701,* Primula apennina
Primula carniolica,Habitats,II,FALSE,taxon,5640361,5640361,EXACT,SPECIES,Plantae,Magnoliopsida,Primula,,01992L0043-20130701,Primula carniolica
Primula nutans,Habitats,II,FALSE,taxon,5414318,5414318,EXACT,SPECIES,Plantae,Magnoliopsida,Primula,,01992L0043-20130701,Primula nutans
Primula palinuri,Habitats,II,FALSE,taxon,5641574,5641574,EXACT,SPECIES,Plantae,Magnoliopsida,Primula,,01992L0043-20130701,Primula palinuri
Primula scandinavica,Habitats,II,FALSE,taxon,7933553,7933553,EXACT,SPECIES,Plantae,Magnoliopsida,Primula,,01992L0043-20130701,Primula scandinavica
Probaticus subrugosus,Habitats,II,FALSE,taxon,4454238,4454238,EXACT,SPECIES,Animalia,Insecta,Euboeus,,01992L0043-20130701,Probaticus subrugosus
Propomacrus cypriacus,Habitats,II,FALSE,taxon,1072120,1072120,EXACT,SPECIES,Animalia,Insecta,Propomacrus,,01992L0043-20130701,Propomacrus cypriacus
Proterebia afra dalmata,Habitats,II,FALSE,taxon,,,HIGHERRANK,SPECIES,Animalia,Insecta,Proterebia,,01992L0043-20130701,Proterebia afra dalmata
Proteus anguinus,Habitats,II,TRUE,taxon,2432042,2432042,EXACT,SPECIES,Animalia,Amphibia,Proteus,,01992L0043-20130701,* Proteus anguinus
Prunus lusitanica azorica,Habitats,II,FALSE,taxon,10865719,3020871,EXACT,VARIETY,Plantae,Magnoliopsida,Prunus,,01992L0043-20130701,Prunus lusitanica azorica
Pseudarrhenatherum pallens,Habitats,II,FALSE,taxon,5941603,4120732,EXACT,SPECIES,Plantae,Liliopsida,Arrhenatherum,,01992L0043-20130701,Pseudarrhenatherum pallens
Pseudogaurotina excellens,Habitats,II,TRUE,taxon,1115612,1115612,EXACT,SPECIES,Animalia,Insecta,Pseudogaurotina,,01992L0043-20130701,* Pseudogaurotina excellens
Pseudophilotes bavius,Habitats,II,FALSE,taxon,4535092,4535092,EXACT,SPECIES,Animalia,Insecta,Pseudophilotes,,01992L0043-20130701,Pseudophilotes bavius
Pseudoseriscius cameroni,Habitats,II,FALSE,taxon,4455199,4455199,EXACT,SPECIES,Animalia,Insecta,Pseudoseriscius,,01992L0043-20130701,Pseudoseriscius cameroni
Pteromys volans,Habitats,II,TRUE,taxon,2437258,2437258,EXACT,SPECIES,Animalia,Mammalia,Pteromys,Sciuropterus russicus,01992L0043-20130701,* Pteromys volans (Sciuropterus russicus)
Puccinellia phryganodes,Habitats,II,FALSE,taxon,2704674,2704674,EXACT,SPECIES,Plantae,Liliopsida,Puccinellia,,01992L0043-20130701,Puccinellia phryganodes
Puccinellia pungens,Habitats,II,FALSE,taxon,4146861,2704720,EXACT,SPECIES,Plantae,Liliopsida,Puccinellia,,01992L0043-20130701,Puccinellia pungens
Pulsatilla grandis,Habitats,II,FALSE,taxon,7277986,7277986,EXACT,SPECIES,Plantae,Magnoliopsida,Pulsatilla,,01992L0043-20130701,Pulsatilla grandis
Pulsatilla patens,Habitats,II,FALSE,taxon,3033623,3033623,EXACT,SPECIES,Plantae,Magnoliopsida,Pulsatilla,,01992L0043-20130701,Pulsatilla patens
Pulsatilla pratensis hungarica,Habitats,II,TRUE,taxon,7723626,7277878,EXACT,SUBSPECIES,Plantae,Magnoliopsida,Pulsatilla,,01992L0043-20130701,* Pulsatilla pratensis hungarica
Pulsatilla slavica,Habitats,II,TRUE,taxon,7277849,3929423,EXACT,SPECIES,Plantae,Magnoliopsida,Pulsatilla,,01992L0043-20130701,* Pulsatilla slavica
Pulsatilla subslavica,Habitats,II,TRUE,taxon,3928782,3929423,EXACT,SPECIES,Plantae,Magnoliopsida,Pulsatilla,,01992L0043-20130701,* Pulsatilla subslavica
Pulsatilla vulgaris gotlandica,Habitats,II,FALSE,taxon,7706852,7277986,EXACT,SUBSPECIES,Plantae,Magnoliopsida,Pulsatilla,,01992L0043-20130701,Pulsatilla vulgaris gotlandica
Pyrus magyarica,Habitats,II,TRUE,taxon,5362558,5362573,EXACT,SPECIES,Plantae,Magnoliopsida,Pyrus,,01992L0043-20130701,* Pyrus magyarica
Pytho kolwensis,Habitats,II,FALSE,taxon,4457579,4457579,EXACT,SPECIES,Animalia,Insecta,Pytho,,01992L0043-20130701,Pytho kolwensis
Rana latastei,Habitats,II,FALSE,taxon,2426788,2426788,EXACT,SPECIES,Animalia,Amphibia,Rana,,01992L0043-20130701,Rana latastei
Rangifer tarandus fennicus,Habitats,II,FALSE,taxon,5706310,5220114,EXACT,SUBSPECIES,Animalia,Mammalia,Rangifer,,01992L0043-20130701,Rangifer tarandus fennicus
Ranunculus kykkoensis,Habitats,II,FALSE,taxon,3924925,3924925,EXACT,SPECIES,Plantae,Magnoliopsida,Ranunculus,,01992L0043-20130701,Ranunculus kykkoensis
Ranunculus lapponicus,Habitats,II,FALSE,taxon,,,HIGHERRANK,FAMILY,Plantae,Magnoliopsida,,,01992L0043-20130701,Ranunculus lapponicus
Ranunculus weyleri,Habitats,II,TRUE,taxon,3921209,3921209,EXACT,SPECIES,Plantae,Magnoliopsida,Ranunculus,,01992L0043-20130701,* Ranunculus weyleri
Reseda decursiva Forssk,Habitats,II,FALSE,taxon,3916426,3916426,EXACT,SPECIES,Plantae,Magnoliopsida,Reseda,,01992L0043-20130701,Reseda decursiva Forssk.
Rhinanthus oesilensis,Habitats,II,FALSE,taxon,3742054,3742054,EXACT,SPECIES,Plantae,Magnoliopsida,Rhinanthus,,01992L0043-20130701,Rhinanthus oesilensis
Rhinolophus blasii,Habitats,II,FALSE,taxon,2432666,2432666,EXACT,SPECIES,Animalia,Mammalia,Rhinolophus,,01992L0043-20130701,Rhinolophus blasii
Rhinolophus euryale,Habitats,II,FALSE,taxon,2432621,2432621,EXACT,SPECIES,Animalia,Mammalia,Rhinolophus,,01992L0043-20130701,Rhinolophus euryale
Rhinolophus ferrumequinum,Habitats,II,FALSE,taxon,2432655,2432655,EXACT,SPECIES,Animalia,Mammalia,Rhinolophus,,01992L0043-20130701,Rhinolophus ferrumequinum
Rhinolophus hipposideros,Habitats,II,FALSE,taxon,2432614,2432614,EXACT,SPECIES,Animalia,Mammalia,Rhinolophus,,01992L0043-20130701,Rhinolophus hipposideros
Rhinolophus mehelyi,Habitats,II,FALSE,taxon,2432667,2432667,EXACT,SPECIES,Animalia,Mammalia,Rhinolophus,,01992L0043-20130701,Rhinolophus mehelyi
Rhodeus sericeus amarus,Habitats,II,FALSE,taxon,6166557,2360842,EXACT,SUBSPECIES,Animalia,,Rhodeus,,01992L0043-20130701,Rhodeus sericeus amarus
Rhododendron luteum,Habitats,II,FALSE,taxon,7135755,7135755,EXACT,SPECIES,Plantae,Magnoliopsida,Rhododendron,,01992L0043-20130701,Rhododendron luteum
Rhysodes sulcatus,Habitats,II,FALSE,taxon,5007652,5007652,EXACT,SPECIES,Animalia,Insecta,Rhysodes,,01992L0043-20130701,Rhysodes sulcatus
Ribes sardoum,Habitats,II,TRUE,taxon,4194757,4194757,EXACT,SPECIES,Plantae,Magnoliopsida,Ribes,,01992L0043-20130701,* Ribes sardoum
Riccia breidleri,Habitats,II,FALSE,taxon,7465957,7465957,EXACT,SPECIES,Plantae,Marchantiopsida,Riccia,,01992L0043-20130701,Riccia breidleri
Riella helicophylla,Habitats,II,FALSE,taxon,2688657,2688657,EXACT,SPECIES,Plantae,Marchantiopsida,Riella,,01992L0043-20130701,Riella helicophylla
Romanichthys valsanicola,Habitats,II,TRUE,taxon,2382017,2382017,EXACT,SPECIES,Animalia,,Romanichthys,,01992L0043-20130701,* Romanichthys valsanicola
Rosalia alpina,Habitats,II,TRUE,taxon,7569075,7569075,EXACT,SPECIES,Animalia,Insecta,Rosalia,,01992L0043-20130701,* Rosalia alpina
Rousettus aegyptiacus,Habitats,II,FALSE,taxon,2432953,2432953,EXACT,SPECIES,Animalia,Mammalia,Rousettus,,01992L0043-20130701,Rousettus aegyptiacus
Rouya polygama,Habitats,II,FALSE,taxon,3640131,9348906,EXACT,SPECIES,Plantae,Magnoliopsida,Daucus,,01992L0043-20130701,Rouya polygama
Rumex azoricus,Habitats,II,FALSE,taxon,4036062,4036062,EXACT,SPECIES,Plantae,Magnoliopsida,Rumex,,01992L0043-20130701,Rumex azoricus
Rumex rupestris,Habitats,II,FALSE,taxon,4036610,4036610,EXACT,SPECIES,Plantae,Magnoliopsida,Rumex,,01992L0043-20130701,Rumex rupestris
Rupicapra rupicapra balcanica,Habitats,II,FALSE,taxon,5706429,5220170,EXACT,SUBSPECIES,Animalia,Mammalia,Rupicapra,,01992L0043-20130701,Rupicapra rupicapra balcanica
Rupicapra rupicapra tatrica,Habitats,II,TRUE,taxon,5706423,5220170,EXACT,SUBSPECIES,Animalia,Mammalia,Rupicapra,,01992L0043-20130701,* Rupicapra rupicapra tatrica
Rutilus alburnoides,Habitats,II,FALSE,taxon,2363395,2363396,EXACT,SPECIES,Animalia,,Squalius,,01992L0043-20130701,Rutilus alburnoides
Rutilus arcasii,Habitats,II,FALSE,taxon,2361440,2361439,EXACT,SPECIES,Animalia,,Achondrostoma,,01992L0043-20130701,Rutilus arcasii
Rutilus frisii meidingeri,Habitats,II,FALSE,taxon,6166732,2359699,VARIANT,SUBSPECIES,Animalia,,Rutilus,,01992L0043-20130701,Rutilus frisii meidingeri
Rutilus lemmingii,Habitats,II,FALSE,taxon,2367623,2367622,VARIANT,SPECIES,Animalia,,Iberochondrostoma,,01992L0043-20130701,Rutilus lemmingii
Rutilus macrolepidotus,Habitats,II,FALSE,taxon,2361449,2361445,EXACT,SPECIES,Animalia,,Achondrostoma,,01992L0043-20130701,Rutilus macrolepidotus
Rutilus pigus,Habitats,II,FALSE,taxon,2359686,2359686,EXACT,SPECIES,Animalia,,Rutilus,,01992L0043-20130701,Rutilus pigus
Rutilus rubilio,Habitats,II,FALSE,taxon,2359660,8171391,EXACT,SPECIES,Animalia,,Sarmarutilus,,01992L0043-20130701,Rutilus rubilio
Sabanejewia aurata,Habitats,II,FALSE,taxon,4286853,4286853,EXACT,SPECIES,Animalia,,Sabanejewia,,01992L0043-20130701,Sabanejewia aurata
Sadleriana pannonica,Habitats,II,FALSE,taxon,5784414,4560905,EXACT,SPECIES,Animalia,Gastropoda,Bythinella,,01992L0043-20130701,Sadleriana pannonica
Salamandra aurorae,Habitats,II,TRUE,taxon,10977014,2431781,EXACT,SPECIES,Animalia,Amphibia,Salamandra,Salamandra atra aurorae,01992L0043-20130701,* Salamandra aurorae (Salamandra atra aurorae)
Salamandrina terdigitata,Habitats,II,FALSE,taxon,2431852,2431852,EXACT,SPECIES,Animalia,Amphibia,Salamandrina,,01992L0043-20130701,Salamandrina terdigitata
Salicornia veneta,Habitats,II,TRUE,taxon,5568373,6035873,EXACT,SPECIES,Plantae,Magnoliopsida,Salicornia,,01992L0043-20130701,* Salicornia veneta
Salix salvifolia australis,Habitats,II,FALSE,taxon,5582557,8270750,VARIANT,SUBSPECIES,Plantae,Magnoliopsida,Salix,,01992L0043-20130701,Salix salvifolia australis
Salmo macrostigma,Habitats,II,FALSE,taxon,2351621,2351621,EXACT,SPECIES,Animalia,,Salmo,,01992L0043-20130701,Salmo macrostigma
Salmo marmoratus,Habitats,II,FALSE,taxon,2351630,2351630,EXACT,SPECIES,Animalia,,Salmo,,01992L0043-20130701,Salmo marmoratus
Salmo salar,Habitats,II,FALSE,taxon,7595433,7595433,EXACT,SPECIES,Animalia,,Salmo,,01992L0043-20130701,Salmo salar
Salmothymus obtusirostris,Habitats,II,FALSE,taxon,2351612,2351604,EXACT,SPECIES,Animalia,,Salmo,,01992L0043-20130701,Salmothymus obtusirostris
Salvia veneris,Habitats,II,FALSE,taxon,3884303,3884303,EXACT,SPECIES,Plantae,Magnoliopsida,Salvia,,01992L0043-20130701,Salvia veneris
Sambucus palmensis,Habitats,II,TRUE,taxon,3857544,3857544,EXACT,SPECIES,Plantae,Magnoliopsida,Sambucus,,01992L0043-20130701,* Sambucus palmensis
Sanicula azorica,Habitats,II,FALSE,taxon,3639728,3639728,EXACT,SPECIES,Plantae,Magnoliopsida,Sanicula,,01992L0043-20130701,Sanicula azorica
Santolina impressa,Habitats,II,FALSE,taxon,4252829,4252829,EXACT,SPECIES,Plantae,Magnoliopsida,Santolina,,01992L0043-20130701,Santolina impressa
Santolina semidentata,Habitats,II,FALSE,taxon,3125941,3125941,EXACT,SPECIES,Plantae,Magnoliopsida,Santolina,,01992L0043-20130701,Santolina semidentata
Saussurea alpina esthonica,Habitats,II,FALSE,taxon,6076621,8252814,EXACT,SUBSPECIES,Plantae,Magnoliopsida,Saussurea,,01992L0043-20130701,Saussurea alpina esthonica
Saxifraga berica,Habitats,II,FALSE,taxon,3753004,3753004,EXACT,SPECIES,Plantae,Magnoliopsida,Saxifraga,,01992L0043-20130701,Saxifraga berica
Saxifraga florulenta,Habitats,II,FALSE,taxon,3754238,3754238,EXACT,SPECIES,Plantae,Magnoliopsida,Saxifraga,,01992L0043-20130701,Saxifraga florulenta
Saxifraga hirculus,Habitats,II,FALSE,taxon,3032811,3032811,EXACT,SPECIES,Plantae,Magnoliopsida,Saxifraga,,01992L0043-20130701,Saxifraga hirculus
Saxifraga osloënsis,Habitats,II,FALSE,taxon,3753813,3753813,EXACT,SPECIES,Plantae,Magnoliopsida,Saxifraga,,01992L0043-20130701,Saxifraga osloënsis
Saxifraga tombeanensis,Habitats,II,FALSE,taxon,3754891,3754891,EXACT,SPECIES,Plantae,Magnoliopsida,Saxifraga,,01992L0043-20130701,Saxifraga tombeanensis
Scabiosa nitens,Habitats,II,FALSE,taxon,4103685,4103685,EXACT,SPECIES,Plantae,Magnoliopsida,Scabiosa,,01992L0043-20130701,Scabiosa nitens
Scapania massolongi,Habitats,II,FALSE,taxon,9014543,9014543,VARIANT,SPECIES,Plantae,Jungermanniopsida,Scapania,,01992L0043-20130701,Scapania massolongi
Scardinius graecus,Habitats,II,FALSE,taxon,2362671,2362671,EXACT,SPECIES,Animalia,,Scardinius,,01992L0043-20130701,Scardinius graecus
Scilla litardierei,Habitats,II,FALSE,taxon,2767252,2767252,EXACT,SPECIES,Plantae,Liliopsida,Scilla,,01992L0043-20130701,Scilla litardierei
Scilla maderensis,Habitats,II,FALSE,taxon,2767295,2767295,VARIANT,SPECIES,Plantae,Liliopsida,Scilla,,01992L0043-20130701,Scilla maderensis
Scilla morrisii,Habitats,II,TRUE,taxon,2767291,2767291,EXACT,SPECIES,Plantae,Liliopsida,Scilla,,01992L0043-20130701,* Scilla morrisii
Sedum brissemoretii,Habitats,II,FALSE,taxon,7670884,7670884,EXACT,SPECIES,Plantae,Magnoliopsida,Sedum,,01992L0043-20130701,Sedum brissemoretii
Semele maderensis,Habitats,II,FALSE,taxon,5303769,5303772,EXACT,SPECIES,Plantae,Liliopsida,Semele,,01992L0043-20130701,Semele maderensis
Senecio elodes,Habitats,II,TRUE,taxon,8075117,8075117,EXACT,SPECIES,Plantae,Magnoliopsida,Senecio,,01992L0043-20130701,* Senecio elodes
Senecio jacobea gotlandicus,Habitats,II,FALSE,taxon,4230844,5388602,VARIANT,VARIETY,Plantae,Magnoliopsida,Jacobaea,,01992L0043-20130701,Senecio jacobea gotlandicus
Senecio nevadensis,Habitats,II,FALSE,taxon,3108888,3108888,EXACT,SPECIES,Plantae,Magnoliopsida,Senecio,,01992L0043-20130701,Senecio nevadensis
Serratula lycopifolia,Habitats,II,TRUE,taxon,8006267,8006267,EXACT,SPECIES,Plantae,Magnoliopsida,Serratula,,01992L0043-20130701,* Serratula lycopifolia
Seseli intricatum,Habitats,II,TRUE,taxon,3630865,3630865,EXACT,SPECIES,Plantae,Magnoliopsida,Seseli,,01992L0043-20130701,* Seseli intricatum
