scientific_name,directive,annex,priority,listing_type,gbif_usage_key,gbif_species_key,match_type,matched_rank,kingdom,class,genus,alternative_name,source_celex,verbatim_entry
Calypso bulbosa,Habitats,II,FALSE,taxon,5323572,5323572,EXACT,SPECIES,Plantae,Liliopsida,Calypso,,01992L0043-20130701,Calypso bulbosa
Campanula bohemica,Habitats,II,TRUE,taxon,5410654,5410654,EXACT,SPECIES,Plantae,Magnoliopsida,Campanula,,01992L0043-20130701,* Campanula bohemica
Campanula gelida,Habitats,II,TRUE,taxon,5410657,5410654,EXACT,SPECIES,Plantae,Magnoliopsida,Campanula,,01992L0043-20130701,* Campanula gelida
Campanula romanica,Habitats,II,FALSE,taxon,5411146,5411146,EXACT,SPECIES,Plantae,Magnoliopsida,Campanula,,01992L0043-20130701,Campanula romanica
Campanula sabatia,Habitats,II,TRUE,taxon,5409803,5409803,EXACT,SPECIES,Plantae,Magnoliopsida,Campanula,,01992L0043-20130701,* Campanula sabatia
Campanula serrata,Habitats,II,TRUE,taxon,5411208,5411208,EXACT,SPECIES,Plantae,Magnoliopsida,Campanula,,01992L0043-20130701,* Campanula serrata
Campanula zoysii,Habitats,II,FALSE,taxon,5414059,3168046,EXACT,SPECIES,Plantae,Magnoliopsida,Favratia,,01992L0043-20130701,Campanula zoysii
Canis lupus,Habitats,II,TRUE,taxon,5219173,5219173,EXACT,SPECIES,Animalia,Mammalia,Canis,,01992L0043-20130701,* Canis lupus
Capra aegagrus,Habitats,II,FALSE,taxon,4409366,2441056,EXACT,SPECIES,Animalia,Mammalia,Capra,,01992L0043-20130701,Capra aegagrus
Capra pyrenaica pyrenaica,Habitats,II,TRUE,taxon,7342823,2441054,EXACT,SUBSPECIES,Animalia,Mammalia,Capra,,01992L0043-20130701,* Capra pyrenaica pyrenaica
Carabus hampei,Habitats,II,FALSE,taxon,4470822,4470822,EXACT,SPECIES,Animalia,Insecta,Carabus,,01992L0043-20130701,Carabus hampei
Carabus hungaricus,Habitats,II,FALSE,taxon,4471132,4471132,EXACT,SPECIES,Animalia,Insecta,Carabus,,01992L0043-20130701,Carabus hungaricus
Carabus menetriesi pacholei,Habitats,II,TRUE,taxon,4470447,4470445,EXACT,SUBSPECIES,Animalia,Insecta,Carabus,,01992L0043-20130701,* Carabus menetriesi pacholei
Carabus olympiae,Habitats,II,TRUE,taxon,4470646,4470646,EXACT,SPECIES,Animalia,Insecta,Carabus,,01992L0043-20130701,* Carabus olympiae
Carabus variolosus,Habitats,II,FALSE,taxon,4470538,4470538,EXACT,SPECIES,Animalia,Insecta,Carabus,,01992L0043-20130701,Carabus variolosus
Carabus zawadszkii,Habitats,II,FALSE,taxon,4470816,4470816,VARIANT,SPECIES,Animalia,Insecta,Carabus,,01992L0043-20130701,Carabus zawadszkii
Caralluma burchardii,Habitats,II,FALSE,taxon,7312376,9472170,EXACT,SPECIES,Plantae,Magnoliopsida,Ceropegia,,01992L0043-20130701,Caralluma burchardii
Carduus myriacanthus,Habitats,II,TRUE,taxon,3114589,3114589,EXACT,SPECIES,Plantae,Magnoliopsida,Carduus,,01992L0043-20130701,* Carduus myriacanthus
Caretta caretta,Habitats,II,TRUE,taxon,8894817,8894817,EXACT,SPECIES,Animalia,Testudines,Caretta,,01992L0043-20130701,* Caretta caretta
Carex holostoma,Habitats,II,FALSE,taxon,2722344,2722344,EXACT,SPECIES,Plantae,Liliopsida,Carex,,01992L0043-20130701,Carex holostoma
Carex malato-belizii,Habitats,II,FALSE,taxon,2728100,2728098,EXACT,SPECIES,Plantae,Liliopsida,Carex,,01992L0043-20130701,Carex malato-belizii
Carex panormitana,Habitats,II,TRUE,taxon,2722101,2722101,EXACT,SPECIES,Plantae,Liliopsida,Carex,,01992L0043-20130701,* Carex panormitana
Carlina onopordifolia,Habitats,II,FALSE,taxon,8529147,8529147,EXACT,SPECIES,Plantae,Magnoliopsida,Carlina,,01992L0043-20130701,Carlina onopordifolia
Caseolus calculus,Habitats,II,FALSE,taxon,4565665,4565665,EXACT,SPECIES,Animalia,Gastropoda,Caseolus,,01992L0043-20130701,Caseolus calculus
Caseolus commixta,Habitats,II,FALSE,taxon,4565683,4565683,VARIANT,SPECIES,Animalia,Gastropoda,Caseolus,,01992L0043-20130701,Caseolus commixta
Caseolus sphaerula,Habitats,II,FALSE,taxon,4565681,4565681,EXACT,SPECIES,Animalia,Gastropoda,Caseolus,,01992L0043-20130701,Caseolus sphaerula
Castor fiber,Habitats,II,FALSE,taxon,4409131,4409131,EXACT,SPECIES,Animalia,Mammalia,Castor,,01992L0043-20130701,Castor fiber
Catopta thrips,Habitats,II,FALSE,taxon,,,HIGHERRANK,GENUS,Animalia,Insecta,Catopta,,01992L0043-20130701,Catopta thrips
Centaurea akamantis,Habitats,II,TRUE,taxon,3127662,3127662,EXACT,SPECIES,Plantae,Magnoliopsida,Centaurea,,01992L0043-20130701,* Centaurea akamantis
Centaurea alba heldreichii,Habitats,II,TRUE,taxon,4207142,3128049,EXACT,SUBSPECIES,Plantae,Magnoliopsida,Centaurea,,01992L0043-20130701,* Centaurea alba heldreichii
Centaurea alba princeps,Habitats,II,TRUE,taxon,6076344,3128679,EXACT,SUBSPECIES,Plantae,Magnoliopsida,Centaurea,,01992L0043-20130701,* Centaurea alba princeps
Centaurea attica megarensis,Habitats,II,TRUE,taxon,4206359,3128000,EXACT,SUBSPECIES,Plantae,Magnoliopsida,Centaurea,,01992L0043-20130701,* Centaurea attica megarensis
Centaurea balearica,Habitats,II,TRUE,taxon,3138267,8088443,EXACT,SPECIES,Plantae,Magnoliopsida,Carduncellus,,01992L0043-20130701,* Centaurea balearica
Centaurea borjae,Habitats,II,TRUE,taxon,3128787,3128787,EXACT,SPECIES,Plantae,Magnoliopsida,Centaurea,,01992L0043-20130701,* Centaurea borjae
Centaurea citricolor,Habitats,II,TRUE,taxon,3127794,3127794,EXACT,SPECIES,Plantae,Magnoliopsida,Centaurea,,01992L0043-20130701,* Centaurea citricolor
Centaurea corymbosa,Habitats,II,FALSE,taxon,3128595,3128595,EXACT,SPECIES,Plantae,Magnoliopsida,Centaurea,,01992L0043-20130701,Centaurea corymbosa
Centaurea gadorensis,Habitats,II,FALSE,taxon,3128138,3128138,EXACT,SPECIES,Plantae,Magnoliopsida,Centaurea,,01992L0043-20130701,Centaurea gadorensis
Centaurea horrida,Habitats,II,TRUE,taxon,7468889,7468889,EXACT,SPECIES,Plantae,Magnoliopsida,Centaurea,,01992L0043-20130701,* Centaurea horrida
Centaurea immanuelis-loewii,Habitats,II,FALSE,taxon,3127717,3127717,EXACT,SPECIES,Plantae,Magnoliopsida,Centaurea,,01992L0043-20130701,Centaurea immanuelis-loewii
Centaurea jankae,Habitats,II,FALSE,taxon,3128022,3128022,EXACT,SPECIES,Plantae,Magnoliopsida,Centaurea,,01992L0043-20130701,Centaurea jankae
Centaurea kalambakensis,Habitats,II,TRUE,taxon,3127554,3127554,EXACT,SPECIES,Plantae,Magnoliopsida,Centaurea,,01992L0043-20130701,* Centaurea kalambakensis
Centaurea kartschiana,Habitats,II,FALSE,taxon,3128353,3128353,EXACT,SPECIES,Plantae,Magnoliopsida,Centaurea,,01992L0043-20130701,Centaurea kartschiana
Centaurea lactiflora,Habitats,II,TRUE,taxon,3128480,3128480,EXACT,SPECIES,Plantae,Magnoliopsida,Centaurea,,01992L0043-20130701,* Centaurea lactiflora
Centaurea micrantha herminii,Habitats,II,FALSE,taxon,4251183,4251882,EXACT,SUBSPECIES,Plantae,Magnoliopsida,Centaurea,,01992L0043-20130701,Centaurea micrantha herminii
Centaurea niederi,Habitats,II,TRUE,taxon,3127473,3127473,EXACT,SPECIES,Plantae,Magnoliopsida,Centaurea,,01992L0043-20130701,* Centaurea niederi
Centaurea peucedanifolia,Habitats,II,TRUE,taxon,3128211,3128211,EXACT,SPECIES,Plantae,Magnoliopsida,Centaurea,,01992L0043-20130701,* Centaurea peucedanifolia
Centaurea pinnata,Habitats,II,TRUE,taxon,3127672,3127672,EXACT,SPECIES,Plantae,Magnoliopsida,Centaurea,,01992L0043-20130701,* Centaurea pinnata
Centaurea pontica,Habitats,II,FALSE,taxon,3128839,3128839,EXACT,SPECIES,Plantae,Magnoliopsida,Centaurea,,01992L0043-20130701,Centaurea pontica
Centaurea pulvinata,Habitats,II,FALSE,taxon,3128734,3128734,EXACT,SPECIES,Plantae,Magnoliopsida,Centaurea,,01992L0043-20130701,Centaurea pulvinata
Centaurea rothmalerana,Habitats,II,FALSE,taxon,3128141,3128141,EXACT,SPECIES,Plantae,Magnoliopsida,Centaurea,,01992L0043-20130701,Centaurea rothmalerana
Centaurea vicentina,Habitats,II,FALSE,taxon,3127925,3127926,EXACT,SPECIES,Plantae,Magnoliopsida,Rhaponticoides,,01992L0043-20130701,Centaurea vicentina
Centaurium rigualii,Habitats,II,TRUE,taxon,5596459,7270617,EXACT,SPECIES,Plantae,Magnoliopsida,Centaurium,,01992L0043-20130701,* Centaurium rigualii
Centaurium somedanum,Habitats,II,TRUE,taxon,5596431,5595128,EXACT,SPECIES,Plantae,Magnoliopsida,Centaurium,,01992L0043-20130701,* Centaurium somedanum
Centranthus trinervis,Habitats,II,FALSE,taxon,4095830,4095830,EXACT,SPECIES,Plantae,Magnoliopsida,Centranthus,,01992L0043-20130701,Centranthus trinervis
Cephalanthera cucullata,Habitats,II,TRUE,taxon,2795928,2795928,EXACT,SPECIES,Plantae,Liliopsida,Cephalanthera,,01992L0043-20130701,* Cephalanthera cucullata
Cephalozia macounii,Habitats,II,FALSE,taxon,4276636,4276636,EXACT,SPECIES,Plantae,Jungermanniopsida,Cephalozia,,01992L0043-20130701,Cephalozia macounii
Cerambyx cerdo,Habitats,II,FALSE,taxon,5820507,5820507,EXACT,SPECIES,Animalia,Insecta,Cerambyx,,01992L0043-20130701,Cerambyx cerdo
Ceropegia chrysantha,Habitats,II,TRUE,taxon,3575875,7150773,EXACT,SPECIES,Plantae,Magnoliopsida,Ceropegia,,01992L0043-20130701,* Ceropegia chrysantha
Cervus elaphus corsicanus,Habitats,II,TRUE,taxon,4262370,2440958,EXACT,SUBSPECIES,Animalia,Mammalia,Cervus,,01992L0043-20130701,* Cervus elaphus corsicanus
Chaenorrhinum serpyllifolium lusitanicum,Habitats,II,FALSE,taxon,3732560,7332405,VARIANT,SUBSPECIES,Plantae,Magnoliopsida,Chaenorhinum,,01992L0043-20130701,Chaenorrhinum serpyllifolium lusitanicum
Chaerophyllum azoricum,Habitats,II,FALSE,taxon,3642488,3642488,EXACT,SPECIES,Plantae,Magnoliopsida,Chaerophyllum,,01992L0043-20130701,Chaerophyllum azoricum
Chalcalburnus chalcoides,Habitats,II,FALSE,taxon,2362983,2362973,EXACT,SPECIES,Animalia,,Alburnus,,01992L0043-20130701,Chalcalburnus chalcoides
Chalcides simonyi,Habitats,II,FALSE,taxon,5225149,5225149,EXACT,SPECIES,Animalia,Squamata,Chalcides,Chalcides occidentalis,01992L0043-20130701,Chalcides simonyi (Chalcides occidentalis)
Chamaemeles coriacea,Habitats,II,TRUE,taxon,3031018,3031018,EXACT,SPECIES,Plantae,Magnoliopsida,Chamaemeles,,01992L0043-20130701,* Chamaemeles coriacea
Cheirolophus duranii,Habitats,II,FALSE,taxon,3097073,3097073,EXACT,SPECIES,Plantae,Magnoliopsida,Cheirolophus,,01992L0043-20130701,Cheirolophus duranii
Cheirolophus ghomerytus,Habitats,II,FALSE,taxon,3097041,3097041,VARIANT,SPECIES,Plantae,Magnoliopsida,Cheirolophus,,01992L0043-20130701,Cheirolophus ghomerytus
Cheirolophus junonianus,Habitats,II,FALSE,taxon,3097051,3097051,EXACT,SPECIES,Plantae,Magnoliopsida,Cheirolophus,,01992L0043-20130701,Cheirolophus junonianus
Cheirolophus massonianus,Habitats,II,FALSE,taxon,3097055,3097055,EXACT,SPECIES,Plantae,Magnoliopsida,Cheirolophus,,01992L0043-20130701,Cheirolophus massonianus
Chelonia mydas,Habitats,II,TRUE,taxon,2442225,2442225,EXACT,SPECIES,Animalia,Testudines,Chelonia,,01992L0043-20130701,* Chelonia mydas
Chilostoma banaticum,Habitats,II,FALSE,taxon,10958198,4563479,VARIANT,SPECIES,Animalia,Gastropoda,Drobacia,,01992L0043-20130701,Chilostoma banaticum
Chioglossa lusitanica,Habitats,II,FALSE,taxon,2431938,2431938,EXACT,SPECIES,Animalia,Amphibia,Chioglossa,,01992L0043-20130701,Chioglossa lusitanica
Chionodoxa lochiae,Habitats,II,TRUE,taxon,2767356,2767355,EXACT,SPECIES,Plantae,Liliopsida,Scilla,,01992L0043-20130701,* Chionodoxa lochiae
Chondrosoma fiduciarium,Habitats,II,FALSE,taxon,1979513,1979513,VARIANT,SPECIES,Animalia,Insecta,Chondrosoma,,01992L0043-20130701,Chondrosoma fiduciarium
Chondrostoma genei,Habitats,II,FALSE,taxon,2360201,2360199,EXACT,SPECIES,Animalia,,Protochondrostoma,,01992L0043-20130701,Chondrostoma genei
Chondrostoma knerii,Habitats,II,FALSE,taxon,2360594,2360594,EXACT,SPECIES,Animalia,,Chondrostoma,,01992L0043-20130701,Chondrostoma knerii
Chondrostoma lusitanicum,Habitats,II,FALSE,taxon,2367629,2367632,EXACT,SPECIES,Animalia,,Iberochondrostoma,,01992L0043-20130701,Chondrostoma lusitanicum
Chondrostoma phoxinus,Habitats,II,FALSE,taxon,2360565,2360565,EXACT,SPECIES,Animalia,,Chondrostoma,,01992L0043-20130701,Chondrostoma phoxinus
Chondrostoma soetta,Habitats,II,FALSE,taxon,2360575,2360575,EXACT,SPECIES,Animalia,,Chondrostoma,,01992L0043-20130701,Chondrostoma soetta
Chondrostoma toxostoma,Habitats,II,FALSE,taxon,2359293,2359289,EXACT,SPECIES,Animalia,,Parachondrostoma,,01992L0043-20130701,Chondrostoma toxostoma
Cinna latifolia,Habitats,II,FALSE,taxon,2704845,2704845,EXACT,SPECIES,Plantae,Liliopsida,Cinna,,01992L0043-20130701,Cinna latifolia
Cirsium brachycephalum,Habitats,II,FALSE,taxon,3113465,3113465,EXACT,SPECIES,Plantae,Magnoliopsida,Cirsium,,01992L0043-20130701,Cirsium brachycephalum
Cirsium latifolium,Habitats,II,FALSE,taxon,3112721,3112721,EXACT,SPECIES,Plantae,Magnoliopsida,Cirsium,,01992L0043-20130701,Cirsium latifolium
Cistus chinamadensis,Habitats,II,FALSE,taxon,7331358,7331358,EXACT,SPECIES,Plantae,Magnoliopsida,Cistus,,01992L0043-20130701,Cistus chinamadensis
Cistus palhinhae,Habitats,II,FALSE,taxon,3595906,6437976,EXACT,SPECIES,Plantae,Magnoliopsida,Cistus,,01992L0043-20130701,Cistus palhinhae
Clossiana improba,Habitats,II,FALSE,taxon,5882039,5882039,EXACT,SPECIES,Animalia,Insecta,Clossiana,,01992L0043-20130701,Clossiana improba
Cobitis elongata,Habitats,II,FALSE,taxon,2368253,2368253,EXACT,SPECIES,Animalia,,Cobitis,,01992L0043-20130701,Cobitis elongata
Cobitis taenia,Habitats,II,FALSE,taxon,2368185,2368185,EXACT,SPECIES,Animalia,,Cobitis,,01992L0043-20130701,Cobitis taenia
Cobitis trichonica,Habitats,II,FALSE,taxon,2368176,2368176,EXACT,SPECIES,Animalia,,Cobitis,,01992L0043-20130701,Cobitis trichonica
Cochlearia polonica,Habitats,II,TRUE,taxon,5373247,5373247,EXACT,SPECIES,Plantae,Magnoliopsida,Cochlearia,,01992L0043-20130701,* Cochlearia polonica
Cochlearia tatrae,Habitats,II,TRUE,taxon,5373286,5373286,EXACT,SPECIES,Plantae,Magnoliopsida,Cochlearia,,01992L0043-20130701,* Cochlearia tatrae
Coenagrion hylas,Habitats,II,FALSE,taxon,1421988,1421988,EXACT,SPECIES,Animalia,Insecta,Coenagrion,,01992L0043-20130701,Coenagrion hylas
Coenagrion mercuriale,Habitats,II,FALSE,taxon,1422012,1422012,EXACT,SPECIES,Animalia,Insecta,Coenagrion,,01992L0043-20130701,Coenagrion mercuriale
Coenagrion ornatum,Habitats,II,FALSE,taxon,1422002,1422002,EXACT,SPECIES,Animalia,Insecta,Coenagrion,,01992L0043-20130701,Coenagrion ornatum
Coenonympha oedippus,Habitats,II,FALSE,taxon,1911093,1911093,EXACT,SPECIES,Animalia,Insecta,Coenonympha,,01992L0043-20130701,Coenonympha oedippus
Coincya rupestris,Habitats,II,TRUE,taxon,3040701,3040701,EXACT,SPECIES,Plantae,Magnoliopsida,Coincya,,01992L0043-20130701,* Coincya rupestris
Colchicum arenarium,Habitats,II,FALSE,taxon,2739933,2739933,EXACT,SPECIES,Plantae,Liliopsida,Colchicum,,01992L0043-20130701,Colchicum arenarium
Coleanthus subtilis,Habitats,II,FALSE,taxon,2706035,2706035,EXACT,SPECIES,Plantae,Liliopsida,Coleanthus,,01992L0043-20130701,Coleanthus subtilis
Colias myrmidone,Habitats,II,FALSE,taxon,5137708,5137708,EXACT,SPECIES,Animalia,Insecta,Colias,,01992L0043-20130701,Colias myrmidone
Coluber cypriensis,Habitats,II,TRUE,taxon,2457222,2457223,EXACT,SPECIES,Animalia,Squamata,Hierophis,,01992L0043-20130701,* Coluber cypriensis
Congeria kusceri,Habitats,II,FALSE,taxon,5855853,5855853,EXACT,SPECIES,Animalia,Bivalvia,Congeria,,01992L0043-20130701,Congeria kusceri
Consolida samia,Habitats,II,TRUE,taxon,3925489,9680003,EXACT,SPECIES,Plantae,Magnoliopsida,Delphinium,,01992L0043-20130701,* Consolida samia
Convolvulus argyrothamnus,Habitats,II,TRUE,taxon,3677070,3677070,VARIANT,SPECIES,Plantae,Magnoliopsida,Convolvulus,,01992L0043-20130701,* Convolvulus argyrothamnus
Convolvulus caput-medusae,Habitats,II,TRUE,taxon,3681152,3681152,EXACT,SPECIES,Plantae,Magnoliopsida,Convolvulus,,01992L0043-20130701,* Convolvulus caput-medusae
Convolvulus fernandesii,Habitats,II,TRUE,taxon,3679523,3679523,EXACT,SPECIES,Plantae,Magnoliopsida,Convolvulus,,01992L0043-20130701,* Convolvulus fernandesii
Convolvulus lopez-socasii,Habitats,II,TRUE,taxon,3676970,3676970,VARIANT,SPECIES,Plantae,Magnoliopsida,Convolvulus,,01992L0043-20130701,* Convolvulus lopez-socasii
Convolvulus massonii,Habitats,II,TRUE,taxon,9258180,9258180,EXACT,SPECIES,Plantae,Magnoliopsida,Convolvulus,,01992L0043-20130701,* Convolvulus massonii
Cordulegaster heros,Habitats,II,FALSE,taxon,1421199,1421199,EXACT,SPECIES,Animalia,Insecta,Cordulegaster,,01992L0043-20130701,Cordulegaster heros
Cordulegaster trinacriae,Habitats,II,FALSE,taxon,1421207,1421207,EXACT,SPECIES,Animalia,Insecta,Cordulegaster,,01992L0043-20130701,Cordulegaster trinacriae
Coregonus oxyrhynchus,Habitats,II,TRUE,taxon,2351155,2351155,VARIANT,SPECIES,Animalia,,Coregonus,,01992L0043-20130701,* Coregonus oxyrhynchus
Coronopus navasii,Habitats,II,TRUE,taxon,5376453,5376452,EXACT,SPECIES,Plantae,Magnoliopsida,Lepidium,,01992L0043-20130701,* Coronopus navasii
Corticaria planula,Habitats,II,FALSE,taxon,4451018,4450854,EXACT,SPECIES,Animalia,Insecta,Corticaria,,01992L0043-20130701,Corticaria planula
Corydalis gotlandica,Habitats,II,FALSE,taxon,5531607,5531607,EXACT,SPECIES,Plantae,Magnoliopsida,Corydalis,,01992L0043-20130701,Corydalis gotlandica
Cottus gobio,Habitats,II,FALSE,taxon,7807208,7807208,EXACT,SPECIES,Animalia,,Cottus,,01992L0043-20130701,Cottus gobio
Cottus petiti,Habitats,II,FALSE,taxon,2334155,2334155,EXACT,SPECIES,Animalia,,Cottus,,01992L0043-20130701,Cottus petiti
Crambe arborea,Habitats,II,TRUE,taxon,5373530,5373530,EXACT,SPECIES,Plantae,Magnoliopsida,Crambe,,01992L0043-20130701,* Crambe arborea
Crambe laevigata,Habitats,II,FALSE,taxon,5373461,5373461,EXACT,SPECIES,Plantae,Magnoliopsida,Crambe,,01992L0043-20130701,Crambe laevigata
Crambe sventenii,Habitats,II,TRUE,taxon,5373522,5373522,EXACT,SPECIES,Plantae,Magnoliopsida,Crambe,,01992L0043-20130701,* Crambe sventenii
Crambe tataria,Habitats,II,FALSE,taxon,5373485,5373485,EXACT,SPECIES,Plantae,Magnoliopsida,Crambe,,01992L0043-20130701,Crambe tataria
Cremnophyton lanfrancoi,Habitats,II,TRUE,taxon,3758868,7515774,EXACT,SPECIES,Plantae,Magnoliopsida,Atriplex,,01992L0043-20130701,* Cremnophyton lanfrancoi
Crepis crocifolia,Habitats,II,TRUE,taxon,5403188,3143056,EXACT,SPECIES,Plantae,Magnoliopsida,Phitosia,,01992L0043-20130701,* Crepis crocifolia
Crepis granatensis,Habitats,II,FALSE,taxon,5403502,5403502,EXACT,SPECIES,Plantae,Magnoliopsida,Crepis,,01992L0043-20130701,Crepis granatensis
Crepis pusilla,Habitats,II,FALSE,taxon,5403341,5403341,EXACT,SPECIES,Plantae,Magnoliopsida,Crepis,,01992L0043-20130701,Crepis pusilla
Crepis tectorum nigrescens,Habitats,II,FALSE,taxon,5702650,5403461,EXACT,SUBSPECIES,Plantae,Magnoliopsida,Crepis,,01992L0043-20130701,Crepis tectorum nigrescens
Crocus cyprius,Habitats,II,FALSE,taxon,2747796,2747796,EXACT,SPECIES,Plantae,Liliopsida,Crocus,,01992L0043-20130701,Crocus cyprius
Crocus hartmannianus,Habitats,II,FALSE,taxon,2747562,2747562,EXACT,SPECIES,Plantae,Liliopsida,Crocus,,01992L0043-20130701,Crocus hartmannianus
Cucujus cinnaberinus,Habitats,II,FALSE,taxon,4451511,4451511,EXACT,SPECIES,Animalia,Insecta,Cucujus,,01992L0043-20130701,Cucujus cinnaberinus
Cucullia mixta,Habitats,II,FALSE,taxon,5109677,5109677,EXACT,SPECIES,Animalia,Insecta,Cucullia,,01992L0043-20130701,Cucullia mixta
Culcita macrocarpa,Habitats,II,FALSE,taxon,8349980,8349980,EXACT,SPECIES,Plantae,Polypodiopsida,Culcita,,01992L0043-20130701,Culcita macrocarpa
Cyclamen fatrense,Habitats,II,TRUE,taxon,4005010,3169315,EXACT,SPECIES,Plantae,Magnoliopsida,Cyclamen,,01992L0043-20130701,* Cyclamen fatrense
Cynodontium suecicum,Habitats,II,FALSE,taxon,2675182,2675182,EXACT,SPECIES,Plantae,Bryopsida,Cynodontium,,01992L0043-20130701,Cynodontium suecicum
Cypripedium calceolus,Habitats,II,FALSE,taxon,2820517,2820517,EXACT,SPECIES,Plantae,Liliopsida,Cypripedium,,01992L0043-20130701,Cypripedium calceolus
Cytisus aeolicus,Habitats,II,TRUE,taxon,5354605,5354605,EXACT,SPECIES,Plantae,Magnoliopsida,Cytisus,,01992L0043-20130701,* Cytisus aeolicus
Dactylorhiza kalopissii,Habitats,II,FALSE,taxon,2810666,2810155,EXACT,SPECIES,Plantae,Liliopsida,Dactylorhiza,,01992L0043-20130701,Dactylorhiza kalopissii
Daphne arbuscula,Habitats,II,TRUE,taxon,7311463,7311463,EXACT,SPECIES,Plantae,Magnoliopsida,Daphne,,01992L0043-20130701,* Daphne arbuscula
Daphne petraea,Habitats,II,FALSE,taxon,5524243,5524243,EXACT,SPECIES,Plantae,Magnoliopsida,Daphne,,01992L0043-20130701,Daphne petraea
Daphne rodriguezii,Habitats,II,TRUE,taxon,5524064,5524064,EXACT,SPECIES,Plantae,Magnoliopsida,Daphne,,01992L0043-20130701,* Daphne rodriguezii
Degenia velebitica,Habitats,II,TRUE,taxon,3043200,3043200,EXACT,SPECIES,Plantae,Magnoliopsida,Degenia,,01992L0043-20130701,* Degenia velebitica
Delphinium caseyi,Habitats,II,TRUE,taxon,3922363,7276601,EXACT,SPECIES,Plantae,Magnoliopsida,Delphinium,,01992L0043-20130701,* Delphinium caseyi
Dendriopoterium pulidoi,Habitats,II,FALSE,taxon,10800268,10800268,EXACT,SPECIES,Plantae,Magnoliopsida,Dendriopoterium,,01992L0043-20130701,Dendriopoterium pulidoi
Deschampsia maderensis,Habitats,II,FALSE,taxon,4143178,4149465,EXACT,SPECIES,Plantae,Liliopsida,Avenella,,01992L0043-20130701,Deschampsia maderensis
Dianthus arenarius arenarius,Habitats,II,FALSE,taxon,7267942,3085422,EXACT,SUBSPECIES,Plantae,Magnoliopsida,Dianthus,,01992L0043-20130701,Dianthus arenarius arenarius
Dianthus arenarius bohemicus,Habitats,II,TRUE,taxon,8175150,3085422,EXACT,VARIETY,Plantae,Magnoliopsida,Dianthus,,01992L0043-20130701,* Dianthus arenarius bohemicus
Dianthus cintranus cintranus,Habitats,II,FALSE,taxon,7267749,8176156,EXACT,SUBSPECIES,Plantae,Magnoliopsida,Dianthus,,01992L0043-20130701,Dianthus cintranus cintranus
Dianthus diutinus,Habitats,II,TRUE,taxon,,,HIGHERRANK,GENUS,Plantae,Magnoliopsida,Dianthus,,01992L0043-20130701,* Dianthus diutinus
Dianthus lumnitzeri,Habitats,II,TRUE,taxon,7267455,9498332,EXACT,SPECIES,Plantae,Magnoliopsida,Dianthus,,01992L0043-20130701,* Dianthus lumnitzeri
Dianthus marizii,Habitats,II,FALSE,taxon,7373930,7267493,EXACT,SPECIES,Plantae,Magnoliopsida,Dianthus,,01992L0043-20130701,Dianthus marizii
Dianthus moravicus,Habitats,II,TRUE,taxon,3810530,9498332,EXACT,SPECIES,Plantae,Magnoliopsida,Dianthus,,01992L0043-20130701,* Dianthus moravicus
Dianthus nitidus,Habitats,II,TRUE,taxon,7267339,7267339,EXACT,SPECIES,Plantae,Magnoliopsida,Dianthus,,01992L0043-20130701,* Dianthus nitidus
Dianthus rupicola,Habitats,II,FALSE,taxon,7267156,7267156,EXACT,SPECIES,Plantae,Magnoliopsida,Dianthus,,01992L0043-20130701,Dianthus rupicola
Dichelyma capillaceum,Habitats,II,FALSE,taxon,2678770,2678770,EXACT,SPECIES,Plantae,Bryopsida,Dichelyma,,01992L0043-20130701,Dichelyma capillaceum
Dicranum viride,Habitats,II,FALSE,taxon,2675421,2675421,EXACT,SPECIES,Plantae,Bryopsida,Dicranum,,01992L0043-20130701,Dicranum viride
Dinarolacerta mosorensis,Habitats,II,FALSE,taxon,5789566,5789566,EXACT,SPECIES,Animalia,Squamata,Dinarolacerta,,01992L0043-20130701,Dinarolacerta mosorensis
Dinaromys bogdanovi,Habitats,II,FALSE,taxon,2438502,2438502,EXACT,SPECIES,Animalia,Mammalia,Dinaromys,,01992L0043-20130701,Dinaromys bogdanovi
Dioszeghyana schmidtii,Habitats,II,FALSE,taxon,4534360,4534360,EXACT,SPECIES,Animalia,Insecta,Dioszeghyana,,01992L0043-20130701,Dioszeghyana schmidtii
Diplazium sibiricum,Habitats,II,FALSE,taxon,8668880,8668880,EXACT,SPECIES,Plantae,Polypodiopsida,Diplazium,,01992L0043-20130701,Diplazium sibiricum
Diplotaxis ibicensis,Habitats,II,FALSE,taxon,5376382,5376382,EXACT,SPECIES,Plantae,Magnoliopsida,Diplotaxis,,01992L0043-20130701,Diplotaxis ibicensis
Diplotaxis siettiana,Habitats,II,TRUE,taxon,5376403,5376403,EXACT,SPECIES,Plantae,Magnoliopsida,Diplotaxis,,01992L0043-20130701,* Diplotaxis siettiana
Diplotaxis vicentina,Habitats,II,FALSE,taxon,8376149,8376149,EXACT,SPECIES,Plantae,Magnoliopsida,Diplotaxis,,01992L0043-20130701,Diplotaxis vicentina
Discoglossus montalentii,Habitats,II,FALSE,taxon,2426621,2426621,EXACT,SPECIES,Animalia,Amphibia,Discoglossus,,01992L0043-20130701,Discoglossus montalentii
Discoglossus sardus,Habitats,II,FALSE,taxon,2426615,2426615,EXACT,SPECIES,Animalia,Amphibia,Discoglossus,,01992L0043-20130701,Discoglossus sardus
